State,County,Organization Name,Plan Name,Contract ID,Plan ID,Segment ID,Organization Type,Plan Type,Special Needs Plan,Special Needs Plan Type,Benefit Type,Part D Basic Premium Below Regional Benchmark?,National PDP,Part C Premium2,Part D Total Premium5,Tiers Not Subject to Deductible7,Increased Initial Coverage Limit8,Extra Coverage in Gap,Unnamed: 26,Total Premium,temp
Arkansas,Boone,"Arcadian Health Plan, Inc.",Humana Value Plus H5619-109 (HMO),H5619,109,0,Local CCP,HMO,No,,Basic Alternative,Below Regional Benchmark,,0.0,22.6,1.0,,,,22.6,False
Arkansas,Boone,Humana Insurance Company,HumanaChoice R1532-002 (Regional PPO),R1532,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,,,101.3,30.7,1.0,,,,132.0,False
Arkansas,Boone,UnitedHealthcare,Care Improvement Plus Medicare Advantage (Regional PPO),R3444,12,0,Regional CCP,Regional PPO,No,,Enhanced Alternative,,,13.0,26.0,1.0,,,,39.0,False
Arkansas,Bradley,WellCare,WellCare Value (HMO-POS),H1416,32,0,Local CCP,HMOPOS,No,,Enhanced Alternative,,,19.0,11.0,,,,,30.0,False
Arkansas,Bradley,WellCare,WellCare Rx (HMO),H1416,41,0,Local CCP,HMO,No,,Actuarially Equivalent Standard,Below Regional Benchmark,,0.0,21.1,,,,,21.1,False
Arkansas,Bradley,Superior Select Health Plans,Horizons (HMO-POS),H1587,2,0,Local CCP,HMOPOS,No,,Enhanced Alternative,,,0.0,22.6,,,,,22.6,False
Arkansas,Bradley,Humana Insurance Company,HumanaChoice R1532-002 (Regional PPO),R1532,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,,,101.3,30.7,1.0,,,,132.0,False
Arkansas,Bradley,UnitedHealthcare,Care Improvement Plus Medicare Advantage (Regional PPO),R3444,12,0,Regional CCP,Regional PPO,No,,Enhanced Alternative,,,13.0,26.0,1.0,,,,39.0,False
Arkansas,Calhoun,WellCare,WellCare Value (HMO-POS),H1416,32,0,Local CCP,HMOPOS,No,,Enhanced Alternative,,,19.0,11.0,,,,,30.0,False
Arkansas,Calhoun,WellCare,WellCare Rx (HMO),H1416,41,0,Local CCP,HMO,No,,Actuarially Equivalent Standard,Below Regional Benchmark,,0.0,21.1,,,,,21.1,False
Arkansas,Calhoun,Superior Select Health Plans,Horizons (HMO-POS),H1587,2,0,Local CCP,HMOPOS,No,,Enhanced Alternative,,,0.0,22.6,,,,,22.6,False
Arkansas,Calhoun,Humana Insurance Company,HumanaChoice R1532-002 (Regional PPO),R1532,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,,,101.3,30.7,1.0,,,,132.0,False
Arkansas,Calhoun,UnitedHealthcare,Care Improvement Plus Medicare Advantage (Regional PPO),R3444,12,0,Regional CCP,Regional PPO,No,,Enhanced Alternative,,,13.0,26.0,1.0,,,,39.0,False
Arkansas,Carroll,WellCare,WellCare Value (HMO-POS),H1416,32,0,Local CCP,HMOPOS,No,,Enhanced Alternative,,,19.0,11.0,,,,,30.0,False
Arkansas,Carroll,WellCare,WellCare Rx (HMO),H1416,41,0,Local CCP,HMO,No,,Actuarially Equivalent Standard,Below Regional Benchmark,,0.0,21.1,,,,,21.1,False
Arkansas,Carroll,Superior Select Health Plans,Horizons (HMO-POS),H1587,2,0,Local CCP,HMOPOS,No,,Enhanced Alternative,,,0.0,22.6,,,,,22.6,False
Arkansas,Carroll,Coventry Health Care,Advantra Freedom (PPO),H1608,21,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,0.0,0.0,,,Y,,0.0,True
Arkansas,Carroll,Coventry Health Care,Advantra Total Care (HMO),H2663,29,0,Local CCP,HMO,No,,Enhanced Alternative,,,0.0,0.0,,,Y,,0.0,True
Arkansas,Carroll,UnitedHealthcare,AARP MedicareComplete Plan 1 (HMO),H2802,37,0,Local CCP,HMO,No,,Enhanced Alternative,,,0.0,0.0,1.0,,,,0.0,True
Arkansas,Carroll,UnitedHealthcare,AARP MedicareComplete Plan 2 (HMO),H2802,38,0,Local CCP,HMO,No,,Enhanced Alternative,,,23.6,20.4,,,,,44.0,False
Arkansas,Carroll,UnitedHealthcare,AARP MedicareComplete Plan 3 (HMO),H3464,1,0,Local CCP,HMO,No,,Enhanced Alternative,,,0.0,0.0,1.0,,,,0.0,True
Arkansas,Carroll,UnitedHealthcare,AARP MedicareComplete Plan 4 (HMO),H3464,2,0,Local CCP,HMO,No,,Enhanced Alternative,,,21.9,25.1,,,,,47.0,False
Arkansas,Carroll,ARKANSAS BLUE CROSS AND BLUE SHIELD,AR Blue Cross - Medi-Pak Advantage MA-PD (PFFS),H4213,17,5,PFFS,PFFS,No,,Basic Alternative,,,19.0,23.5,1.0,,,,42.5,False
Arkansas,Carroll,Humana Insurance Company,HumanaChoice H5216-082 (PPO),H5216,82,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,54.1,38.9,1.0,,,,93.0,False
Arkansas,Carroll,Humana Insurance Company,HumanaChoice H5216-083 (PPO),H5216,83,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,34.9,40.1,1.0,,,,75.0,False
Arkansas,Carroll,"Arcadian Health Plan, Inc.",Humana Gold Plus H5619-074 (HMO),H5619,74,2,Local CCP,HMO,No,,Enhanced Alternative,,,27.5,19.5,1.0,,,,47.0,False
Arkansas,Carroll,"Arcadian Health Plan, Inc.",Humana Value Plus H5619-109 (HMO),H5619,109,0,Local CCP,HMO,No,,Basic Alternative,Below Regional Benchmark,,0.0,22.6,1.0,,,,22.6,False
Arkansas,Carroll,Humana Insurance Company,Humana Gold Choice H8145-122 (PFFS),H8145,122,0,PFFS,PFFS,No,,Enhanced Alternative,,,60.7,34.3,1.0,,,,95.0,False
Arkansas,Carroll,Health Advantage,Medi-Pak Advantage (HMO),H9699,4,1,Local CCP,HMO,No,,Enhanced Alternative,,,0.0,0.0,,,Y,,0.0,True
Arkansas,Carroll,Humana Insurance Company,HumanaChoice R1532-002 (Regional PPO),R1532,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,,,101.3,30.7,1.0,,,,132.0,False
Arkansas,Carroll,UnitedHealthcare,Care Improvement Plus Medicare Advantage (Regional PPO),R3444,12,0,Regional CCP,Regional PPO,No,,Enhanced Alternative,,,13.0,26.0,1.0,,,,39.0,False
Arkansas,Chicot,WellCare,WellCare Value (HMO-POS),H1416,32,0,Local CCP,HMOPOS,No,,Enhanced Alternative,,,19.0,11.0,,,,,30.0,False
Arkansas,Chicot,WellCare,WellCare Rx (HMO),H1416,41,0,Local CCP,HMO,No,,Actuarially Equivalent Standard,Below Regional Benchmark,,0.0,21.1,,,,,21.1,False
Arkansas,Chicot,Superior Select Health Plans,Horizons (HMO-POS),H1587,2,0,Local CCP,HMOPOS,No,,Enhanced Alternative,,,0.0,22.6,,,,,22.6,False
Arkansas,Chicot,Humana Insurance Company,HumanaChoice R1532-002 (Regional PPO),R1532,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,,,101.3,30.7,1.0,,,,132.0,False
Arkansas,Chicot,UnitedHealthcare,Care Improvement Plus Medicare Advantage (Regional PPO),R3444,12,0,Regional CCP,Regional PPO,No,,Enhanced Alternative,,,13.0,26.0,1.0,,,,39.0,False
Arkansas,Clark,WellCare,WellCare Value (HMO-POS),H1416,32,0,Local CCP,HMOPOS,No,,Enhanced Alternative,,,19.0,11.0,,,,,30.0,False
Arkansas,Clark,WellCare,WellCare Rx (HMO),H1416,41,0,Local CCP,HMO,No,,Actuarially Equivalent Standard,Below Regional Benchmark,,0.0,21.1,,,,,21.1,False
Arkansas,Clark,Superior Select Health Plans,Horizons (HMO-POS),H1587,2,0,Local CCP,HMOPOS,No,,Enhanced Alternative,,,0.0,22.6,,,,,22.6,False
Arkansas,Clark,ARKANSAS BLUE CROSS AND BLUE SHIELD,AR Blue Cross - Medi-Pak Advantage MA-PD (PFFS),H4213,17,1,PFFS,PFFS,No,,Basic Alternative,,,21.0,23.5,1.0,,,,44.5,False
Arkansas,Clark,Humana Insurance Company,HumanaChoice H5216-082 (PPO),H5216,82,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,54.1,38.9,1.0,,,,93.0,False
Arkansas,Clark,Humana Insurance Company,HumanaChoice H5216-083 (PPO),H5216,83,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,34.9,40.1,1.0,,,,75.0,False
Arkansas,Clark,Humana Insurance Company,HumanaChoice R1532-002 (Regional PPO),R1532,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,,,101.3,30.7,1.0,,,,132.0,False
Arkansas,Clark,UnitedHealthcare,Care Improvement Plus Medicare Advantage (Regional PPO),R3444,12,0,Regional CCP,Regional PPO,No,,Enhanced Alternative,,,13.0,26.0,1.0,,,,39.0,False
Arkansas,Clay,WellCare,WellCare Value (HMO-POS),H1416,32,0,Local CCP,HMOPOS,No,,Enhanced Alternative,,,19.0,11.0,,,,,30.0,False
Arkansas,Clay,WellCare,WellCare Rx (HMO),H1416,41,0,Local CCP,HMO,No,,Actuarially Equivalent Standard,Below Regional Benchmark,,0.0,21.1,,,,,21.1,False
Arkansas,Clay,Superior Select Health Plans,Horizons (HMO-POS),H1587,2,0,Local CCP,HMOPOS,No,,Enhanced Alternative,,,0.0,22.6,,,,,22.6,False
Arkansas,Clay,Humana Insurance Company,HumanaChoice R1532-002 (Regional PPO),R1532,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,,,101.3,30.7,1.0,,,,132.0,False
Arkansas,Clay,UnitedHealthcare,Care Improvement Plus Medicare Advantage (Regional PPO),R3444,12,0,Regional CCP,Regional PPO,No,,Enhanced Alternative,,,13.0,26.0,1.0,,,,39.0,False
Arkansas,Cleburne,WellCare,WellCare Value (HMO-POS),H1416,32,0,Local CCP,HMOPOS,No,,Enhanced Alternative,,,19.0,11.0,,,,,30.0,False
Arkansas,Cleburne,WellCare,WellCare Rx (HMO),H1416,41,0,Local CCP,HMO,No,,Actuarially Equivalent Standard,Below Regional Benchmark,,0.0,21.1,,,,,21.1,False
Arkansas,Cleburne,Superior Select Health Plans,Horizons (HMO-POS),H1587,2,0,Local CCP,HMOPOS,No,,Enhanced Alternative,,,0.0,22.6,,,,,22.6,False
Arkansas,Cleburne,UnitedHealthcare,AARP MedicareComplete Plan 3 (HMO),H3464,3,0,Local CCP,HMO,No,,Enhanced Alternative,,,0.0,17.0,1.0,,,,17.0,False
Arkansas,Cleburne,UnitedHealthcare,AARP MedicareComplete Plan 4 (HMO),H3464,4,0,Local CCP,HMO,No,,Enhanced Alternative,,,27.9,25.1,,,,,53.0,False
Arkansas,Cleburne,ARKANSAS BLUE CROSS AND BLUE SHIELD,AR Blue Cross - Medi-Pak Advantage MA-PD (PFFS),H4213,17,6,PFFS,PFFS,No,,Basic Alternative,,,47.0,26.5,1.0,,,,73.5,False
Arkansas,Cleburne,Humana Insurance Company,HumanaChoice H5216-082 (PPO),H5216,82,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,54.1,38.9,1.0,,,,93.0,False
Arkansas,Cleburne,Humana Insurance Company,HumanaChoice H5216-083 (PPO),H5216,83,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,34.9,40.1,1.0,,,,75.0,False
Arkansas,Cleburne,Humana Insurance Company,HumanaChoice H5216-139 (PPO),H5216,139,0,Local CCP,Local PPO,No,,Basic Alternative,Below Regional Benchmark,,0.0,0.0,1.0,,,,0.0,True
Arkansas,Cleburne,"Arcadian Health Plan, Inc.",Humana Gold Plus H5619-070 (HMO),H5619,70,2,Local CCP,HMO,No,,Enhanced Alternative,,,18.0,25.0,1.0,,,,43.0,False
Arkansas,Cleburne,"Arcadian Health Plan, Inc.",Humana Value Plus H5619-109 (HMO),H5619,109,0,Local CCP,HMO,No,,Basic Alternative,Below Regional Benchmark,,0.0,22.6,1.0,,,,22.6,False
Arkansas,Cleburne,Humana Insurance Company,Humana Gold Choice H8145-122 (PFFS),H8145,122,0,PFFS,PFFS,No,,Enhanced Alternative,,,60.7,34.3,1.0,,,,95.0,False
Arkansas,Cleburne,Health Advantage,Medi-Pak Advantage (HMO),H9699,4,2,Local CCP,HMO,No,,Enhanced Alternative,,,0.0,9.0,,,Y,,9.0,False
Arkansas,Cleburne,Humana Insurance Company,HumanaChoice R1532-002 (Regional PPO),R1532,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,,,101.3,30.7,1.0,,,,132.0,False
Arkansas,Cleburne,UnitedHealthcare,Care Improvement Plus Medicare Advantage (Regional PPO),R3444,12,0,Regional CCP,Regional PPO,No,,Enhanced Alternative,,,13.0,26.0,1.0,,,,39.0,False
Arkansas,Cleveland,WellCare,WellCare Value (HMO-POS),H1416,32,0,Local CCP,HMOPOS,No,,Enhanced Alternative,,,19.0,11.0,,,,,30.0,False
Arkansas,Cleveland,WellCare,WellCare Rx (HMO),H1416,41,0,Local CCP,HMO,No,,Actuarially Equivalent Standard,Below Regional Benchmark,,0.0,21.1,,,,,21.1,False
Arkansas,Cleveland,Superior Select Health Plans,Horizons (HMO-POS),H1587,2,0,Local CCP,HMOPOS,No,,Enhanced Alternative,,,0.0,22.6,,,,,22.6,False
Arkansas,Cleveland,Humana Insurance Company,HumanaChoice R1532-002 (Regional PPO),R1532,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,,,101.3,30.7,1.0,,,,132.0,False
Arkansas,Cleveland,UnitedHealthcare,Care Improvement Plus Medicare Advantage (Regional PPO),R3444,12,0,Regional CCP,Regional PPO,No,,Enhanced Alternative,,,13.0,26.0,1.0,,,,39.0,False
Arkansas,Columbia,Superior Select Health Plans,Horizons (HMO-POS),H1587,2,0,Local CCP,HMOPOS,No,,Enhanced Alternative,,,0.0,22.6,,,,,22.6,False
Arkansas,Columbia,Humana Insurance Company,HumanaChoice R1532-002 (Regional PPO),R1532,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,,,101.3,30.7,1.0,,,,132.0,False
Arkansas,Columbia,UnitedHealthcare,Care Improvement Plus Medicare Advantage (Regional PPO),R3444,12,0,Regional CCP,Regional PPO,No,,Enhanced Alternative,,,13.0,26.0,1.0,,,,39.0,False
Arkansas,Conway,WellCare,WellCare Value (HMO-POS),H1416,32,0,Local CCP,HMOPOS,No,,Enhanced Alternative,,,19.0,11.0,,,,,30.0,False
Arkansas,Conway,WellCare,WellCare Rx (HMO),H1416,41,0,Local CCP,HMO,No,,Actuarially Equivalent Standard,Below Regional Benchmark,,0.0,21.1,,,,,21.1,False
Arkansas,Conway,Superior Select Health Plans,Horizons (HMO-POS),H1587,2,0,Local CCP,HMOPOS,No,,Enhanced Alternative,,,0.0,22.6,,,,,22.6,False
Arkansas,Conway,UnitedHealthcare,AARP MedicareComplete Plan 3 (HMO),H3464,3,0,Local CCP,HMO,No,,Enhanced Alternative,,,0.0,17.0,1.0,,,,17.0,False
Arkansas,Conway,UnitedHealthcare,AARP MedicareComplete Plan 4 (HMO),H3464,4,0,Local CCP,HMO,No,,Enhanced Alternative,,,27.9,25.1,,,,,53.0,False
Arkansas,Conway,ARKANSAS BLUE CROSS AND BLUE SHIELD,AR Blue Cross - Medi-Pak Advantage MA-PD (PFFS),H4213,17,1,PFFS,PFFS,No,,Basic Alternative,,,21.0,23.5,1.0,,,,44.5,False
Arkansas,Conway,Humana Insurance Company,HumanaChoice H5216-082 (PPO),H5216,82,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,54.1,38.9,1.0,,,,93.0,False
Arkansas,Conway,Humana Insurance Company,HumanaChoice H5216-083 (PPO),H5216,83,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,34.9,40.1,1.0,,,,75.0,False
Arkansas,Conway,Humana Insurance Company,HumanaChoice H5216-139 (PPO),H5216,139,0,Local CCP,Local PPO,No,,Basic Alternative,Below Regional Benchmark,,0.0,0.0,1.0,,,,0.0,True
Arkansas,Conway,"Arcadian Health Plan, Inc.",Humana Gold Plus H5619-070 (HMO),H5619,70,2,Local CCP,HMO,No,,Enhanced Alternative,,,18.0,25.0,1.0,,,,43.0,False
Arkansas,Conway,"Arcadian Health Plan, Inc.",Humana Value Plus H5619-109 (HMO),H5619,109,0,Local CCP,HMO,No,,Basic Alternative,Below Regional Benchmark,,0.0,22.6,1.0,,,,22.6,False
Arkansas,Conway,QualChoice Advantage,Classic Plus Rx (HMO),H6947,1,0,Local CCP,HMO,No,,Enhanced Alternative,,,0.0,0.0,1.0,,,,0.0,True
Arkansas,Conway,Humana Insurance Company,Humana Gold Choice H8145-122 (PFFS),H8145,122,0,PFFS,PFFS,No,,Enhanced Alternative,,,60.7,34.3,1.0,,,,95.0,False
Arkansas,Conway,Humana Insurance Company,HumanaChoice R1532-002 (Regional PPO),R1532,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,,,101.3,30.7,1.0,,,,132.0,False
Arkansas,Conway,UnitedHealthcare,Care Improvement Plus Medicare Advantage (Regional PPO),R3444,12,0,Regional CCP,Regional PPO,No,,Enhanced Alternative,,,13.0,26.0,1.0,,,,39.0,False
Arkansas,Craighead,WellCare,WellCare Value (HMO-POS),H1416,32,0,Local CCP,HMOPOS,No,,Enhanced Alternative,,,19.0,11.0,,,,,30.0,False
Arkansas,Craighead,WellCare,WellCare Rx (HMO),H1416,41,0,Local CCP,HMO,No,,Actuarially Equivalent Standard,Below Regional Benchmark,,0.0,21.1,,,,,21.1,False
Arkansas,Craighead,Superior Select Health Plans,Horizons (HMO-POS),H1587,2,0,Local CCP,HMOPOS,No,,Enhanced Alternative,,,0.0,22.6,,,,,22.6,False
Arkansas,Craighead,ARKANSAS BLUE CROSS AND BLUE SHIELD,AR Blue Cross - Medi-Pak Advantage MA-PD (PFFS),H4213,17,1,PFFS,PFFS,No,,Basic Alternative,,,21.0,23.5,1.0,,,,44.5,False
Arkansas,Craighead,Cigna-HealthSpring,Cigna-HealthSpring Preferred AR (HMO),H4454,33,0,Local CCP,HMO,No,,Enhanced Alternative,,,0.0,0.0,1.0,,Y,,0.0,True
Arkansas,Craighead,Humana Insurance Company,HumanaChoice H5216-082 (PPO),H5216,82,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,54.1,38.9,1.0,,,,93.0,False
Arkansas,Craighead,Humana Insurance Company,HumanaChoice H5216-083 (PPO),H5216,83,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,34.9,40.1,1.0,,,,75.0,False
Arkansas,Craighead,Humana Insurance Company,HumanaChoice H5216-139 (PPO),H5216,139,0,Local CCP,Local PPO,No,,Basic Alternative,Below Regional Benchmark,,0.0,0.0,1.0,,,,0.0,True
Arkansas,Craighead,"Arcadian Health Plan, Inc.",Humana Gold Plus H5619-070 (HMO),H5619,70,2,Local CCP,HMO,No,,Enhanced Alternative,,,18.0,25.0,1.0,,,,43.0,False
Arkansas,Craighead,"Arcadian Health Plan, Inc.",Humana Value Plus H5619-109 (HMO),H5619,109,0,Local CCP,HMO,No,,Basic Alternative,Below Regional Benchmark,,0.0,22.6,1.0,,,,22.6,False
Arkansas,Craighead,Humana Insurance Company,Humana Gold Choice H8145-122 (PFFS),H8145,122,0,PFFS,PFFS,No,,Enhanced Alternative,,,60.7,34.3,1.0,,,,95.0,False
Arkansas,Craighead,Humana Insurance Company,HumanaChoice R1532-002 (Regional PPO),R1532,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,,,101.3,30.7,1.0,,,,132.0,False
Arkansas,Craighead,UnitedHealthcare,Care Improvement Plus Medicare Advantage (Regional PPO),R3444,12,0,Regional CCP,Regional PPO,No,,Enhanced Alternative,,,13.0,26.0,1.0,,,,39.0,False
Arkansas,Crawford,Superior Select Health Plans,Horizons (HMO-POS),H1587,2,0,Local CCP,HMOPOS,No,,Enhanced Alternative,,,0.0,22.6,,,,,22.6,False
Arkansas,Crawford,Coventry Health Care,Advantra Freedom (PPO),H1608,21,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,0.0,0.0,,,Y,,0.0,True
Arkansas,Crawford,Coventry Health Care,Advantra Total Care (HMO),H2663,29,0,Local CCP,HMO,No,,Enhanced Alternative,,,0.0,0.0,,,Y,,0.0,True
Arkansas,Crawford,UnitedHealthcare,AARP MedicareComplete Plan 3 (HMO),H3464,1,0,Local CCP,HMO,No,,Enhanced Alternative,,,0.0,0.0,1.0,,,,0.0,True
Arkansas,Crawford,UnitedHealthcare,AARP MedicareComplete Plan 4 (HMO),H3464,2,0,Local CCP,HMO,No,,Enhanced Alternative,,,21.9,25.1,,,,,47.0,False
Arkansas,Crawford,ARKANSAS BLUE CROSS AND BLUE SHIELD,AR Blue Cross - Medi-Pak Advantage MA-PD (PFFS),H4213,17,1,PFFS,PFFS,No,,Basic Alternative,,,21.0,23.5,1.0,,,,44.5,False
Arkansas,Crawford,Humana Insurance Company,HumanaChoice H5216-082 (PPO),H5216,82,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,54.1,38.9,1.0,,,,93.0,False
Arkansas,Crawford,Humana Insurance Company,HumanaChoice H5216-083 (PPO),H5216,83,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,34.9,40.1,1.0,,,,75.0,False
Arkansas,Crawford,"Arcadian Health Plan, Inc.",Humana Gold Plus H5619-074 (HMO),H5619,74,1,Local CCP,HMO,No,,Enhanced Alternative,,,0.0,0.0,1.0,,,,0.0,True
Arkansas,Crawford,"Arcadian Health Plan, Inc.",Humana Value Plus H5619-109 (HMO),H5619,109,0,Local CCP,HMO,No,,Basic Alternative,Below Regional Benchmark,,0.0,22.6,1.0,,,,22.6,False
Arkansas,Crawford,Humana Insurance Company,Humana Gold Choice H8145-122 (PFFS),H8145,122,0,PFFS,PFFS,No,,Enhanced Alternative,,,60.7,34.3,1.0,,,,95.0,False
Arkansas,Crawford,Allwell,Allwell Medicare (HMO),H9630,1,0,Local CCP,HMO,No,,Enhanced Alternative,,,0.0,0.0,1.0,,,,0.0,True
Arkansas,Crawford,Humana Insurance Company,HumanaChoice R1532-002 (Regional PPO),R1532,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,,,101.3,30.7,1.0,,,,132.0,False
Arkansas,Crawford,UnitedHealthcare,Care Improvement Plus Medicare Advantage (Regional PPO),R3444,12,0,Regional CCP,Regional PPO,No,,Enhanced Alternative,,,13.0,26.0,1.0,,,,39.0,False
Arkansas,Crittenden,WellCare,WellCare Value (HMO-POS),H1416,32,0,Local CCP,HMOPOS,No,,Enhanced Alternative,,,19.0,11.0,,,,,30.0,False
Arkansas,Crittenden,WellCare,WellCare Rx (HMO),H1416,41,0,Local CCP,HMO,No,,Actuarially Equivalent Standard,Below Regional Benchmark,,0.0,21.1,,,,,21.1,False
Arkansas,Crittenden,Superior Select Health Plans,Horizons (HMO-POS),H1587,2,0,Local CCP,HMOPOS,No,,Enhanced Alternative,,,0.0,22.6,,,,,22.6,False
Arkansas,Crittenden,Cigna-HealthSpring,Cigna-HealthSpring Preferred AR (HMO),H4454,33,0,Local CCP,HMO,No,,Enhanced Alternative,,,0.0,0.0,1.0,,Y,,0.0,True
Arkansas,Crittenden,Humana Insurance Company,HumanaChoice H5216-093 (PPO),H5216,93,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,19.3,39.7,1.0,,,,59.0,False
Arkansas,Crittenden,Humana Insurance Company,Humana Gold Choice H8145-122 (PFFS),H8145,122,0,PFFS,PFFS,No,,Enhanced Alternative,,,60.7,34.3,1.0,,,,95.0,False
Arkansas,Crittenden,Humana Insurance Company,HumanaChoice R1532-002 (Regional PPO),R1532,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,,,101.3,30.7,1.0,,,,132.0,False
Arkansas,Crittenden,UnitedHealthcare,Care Improvement Plus Medicare Advantage (Regional PPO),R3444,12,0,Regional CCP,Regional PPO,No,,Enhanced Alternative,,,13.0,26.0,1.0,,,,39.0,False
Arkansas,Cross,WellCare,WellCare Value (HMO-POS),H1416,32,0,Local CCP,HMOPOS,No,,Enhanced Alternative,,,19.0,11.0,,,,,30.0,False
Arkansas,Cross,WellCare,WellCare Rx (HMO),H1416,41,0,Local CCP,HMO,No,,Actuarially Equivalent Standard,Below Regional Benchmark,,0.0,21.1,,,,,21.1,False
Arkansas,Cross,Superior Select Health Plans,Horizons (HMO-POS),H1587,2,0,Local CCP,HMOPOS,No,,Enhanced Alternative,,,0.0,22.6,,,,,22.6,False
Arkansas,Cross,Humana Insurance Company,Humana Gold Choice H8145-122 (PFFS),H8145,122,0,PFFS,PFFS,No,,Enhanced Alternative,,,60.7,34.3,1.0,,,,95.0,False
Arkansas,Cross,Humana Insurance Company,HumanaChoice R1532-002 (Regional PPO),R1532,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,,,101.3,30.7,1.0,,,,132.0,False
Arkansas,Cross,UnitedHealthcare,Care Improvement Plus Medicare Advantage (Regional PPO),R3444,12,0,Regional CCP,Regional PPO,No,,Enhanced Alternative,,,13.0,26.0,1.0,,,,39.0,False
Arkansas,Dallas,WellCare,WellCare Value (HMO-POS),H1416,32,0,Local CCP,HMOPOS,No,,Enhanced Alternative,,,19.0,11.0,,,,,30.0,False
Arkansas,Dallas,WellCare,WellCare Rx (HMO),H1416,41,0,Local CCP,HMO,No,,Actuarially Equivalent Standard,Below Regional Benchmark,,0.0,21.1,,,,,21.1,False
Arkansas,Dallas,Superior Select Health Plans,Horizons (HMO-POS),H1587,2,0,Local CCP,HMOPOS,No,,Enhanced Alternative,,,0.0,22.6,,,,,22.6,False
Arkansas,Dallas,UnitedHealthcare,AARP MedicareComplete Plan 1 (HMO),H3464,5,0,Local CCP,HMO,No,,Enhanced Alternative,,,0.0,17.0,1.0,,,,17.0,False
Arkansas,Dallas,UnitedHealthcare,AARP MedicareComplete Plan 2 (HMO),H3464,6,0,Local CCP,HMO,No,,Enhanced Alternative,,,27.8,25.2,,,,,53.0,False
Arkansas,Dallas,Humana Insurance Company,HumanaChoice H5216-082 (PPO),H5216,82,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,54.1,38.9,1.0,,,,93.0,False
Arkansas,Dallas,Humana Insurance Company,HumanaChoice H5216-083 (PPO),H5216,83,0,Local CCP,Local PPO,No,,Enhanced Alternative,,,34.9,40.1,1.0,,,,75.0,False
Arkansas,Dallas,Humana Insurance Company,Humana Gold Choice H8145-122 (PFFS),H8145,122,0,PFFS,PFFS,No,,Enhanced Alternative,,,60.7,34.3,1.0,,,,95.0,False
Arkansas,Dallas,Humana Insurance Company,HumanaChoice R1532-002 (Regional PPO),R1532,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,,,101.3,30.7,1.0,,,,132.0,False
Arkansas,Dallas,UnitedHealthcare,Care Improvement Plus Medicare Advantage (Regional PPO),R3444,12,0,Regional CCP,Regional PPO,No,,Enhanced Alternative,,,13.0,26.0,1.0,,,,39.0,False
Arkansas,Desha,WellCare,WellCare Value (HMO-POS),H1416,32,0,Local CCP,HMOPOS,No,,Enhanced Alternative,,,19.0,11.0,,,,,30.0,False
Arkansas,Desha,WellCare,WellCare Rx (HMO),H1416,41,0,Local CCP,HMO,No,,Actuarially Equivalent Standard,Below Regional Benchmark,,0.0,21.1,,,,,21.1,False
Arkansas,Desha,Superior Select Health Plans,Horizons (HMO-POS),H1587,2,0,Local CCP,HMOPOS,No,,Enhanced Alternative,,,0.0,22.6,,,,,22.6,False
Arkansas,Desha,Humana Insurance Company,HumanaChoice R1532-002 (Regional PPO),R1532,2,0,Regional CCP,Regional PPO,No,,Basic Alternative,,,101.3,30.7,1.0,,,,132.0,False
Arkansas,Desha,UnitedHealthcare,Care Improvement Plus Medicare Advantage (Regional PPO),R3444,12,0,Regional CCP,Regional PPO,No,,Enhanced Alternative,,,13.0,26.0,1.0,,,,39.0,False
Arkansas,Drew,Superior Select Health Plans,Horizons (HMO-POS),H1587,2,0,Local CCP,HMOPOS,No,,Enhanced Alternative,,,0.0,22.6,,,,,22.6,False
